uuid,Keywords,label
0,subclinical; habits; intensity; measured; smokers; smoking; cigarette; cardiovascular; concentrations; population; troponin; troponins; study; consumption; tobacco,1
205,correlation; correlations; phenotypic; dimensional; phenotype; genotyped; phenotypes; variables; genetic; genotype; variable; quantitative; spectroscopy; computationally; computation,1
206,pressure; risk; efficiency; tests; corroded; verified; analytic; corrosion; characteristics; hierarchy; risks; comprehensive; analyzed; assessment; evaluation,0
207,adaptation; outbreak; covid; agriculture; communities; consumption; rural; effects; 19; implications; crises; economic; economies; impacts; pandemic,0
208,access; trust; computational; crowdmed; health; sharing; consensus; data; integrate; medical; consent; management; privacy; healthcare; blockchain,1
209,12; delivery; protein; inflammatory; designed; translational; diseases; inhibition; receptor; myeloid; vectors; lr12; lentivirus; lentiviral; atherosclerosis,1
210,acute; hemiparesis; examination; emergency; spinal; evaluation; diagnosing; patients; injection; cervical; neurological; syndrome; surgical; epidural; hematoma,1
211,pre; degradation; dose; impaired; urinary; failure; heart; renal; clinicaltrials; glomerular; inhibition; impairment; phosphodiesterase; effects; cardiorenal,1
212,control; computational; assessing; r2; assess; test; 02; measured; tasks; secondary; measure; processes; d2; memory; attention,1
213,tested; concern; leaded; potential; sources; levels; health; hidden; waterworks; tub; children; exposure; bathtub; bathtubs; toxins,1
214,management; assistance; professionals; hospital; manage; prescribed; carers; role; medicines; clinical; medicine; healthcare; patients; nurses; nurse,1
215,resources; level; multiple; collaborative; optimality; layer; plants; power; linearization; maximize; optimal; operation; virtual; programming; network,0
216,tyrosine; treatments; target; chronic; efficacy; therapy; inhibitor; inhibitors; treatment; ibrutinib; targeted; clinical; leukemia; acalabrutinib; lymphocytic,1
217,climate; power; optimise; system; hybrid; reservoir; photovoltaic; grid; energy; wind; modelling; turbine; coastline; optimisation; hydro,0
218,spatiotemporal; significance; beijing; influence; urbanization; density; economy; economic; intensity; reduction; coefficient; correlation; impact; environmental; effects,0
219,families; hydroxy; multiple; mechanistic; cascades; diarylacetamide; reaction; nitrophenols; smiles; platform; reactions; metathesis; ketoamides; phospha; ketophosphonates,1
220,efficient; cubr2; synthesized; harmonic; optical; transparency; wavelength; copper; broadband; efficiency; halides; coefficient; transparent; chiral; hybrid,1
221,19; measures; regression; procedure; growth; interval; percentage; prediction; improve; distributions; probability; bootstrap; vaccination; improvement; intervals,1
222,allocation; socioeconomic; limits; allocating; parameterisations; preferences; differences; perspectives; economies; divides; boundaries; consequences; distribution; distributional; distributive,0
223,development; regression; factors; drivers; population; analysis; urban; analyze; driving; study; dynamics; yangtze; economic; expansion; urbanization,0
224,strategies; resources; consumption; recovery; management; economic; africa; wastage; economies; economy; clean; ecological; energy; sustainable; sustainability,0
225,diagnostic; generates; synuclein; engineering; multiple; aggregation; evaluation; probe; αs; molecular; phosphine; outputs; alpha; inputs; protein,1
226,causality; renewable; eco; international; consumption; g7; carbon; environment; energy; imports; emissions; climate; exports; sustainable; environmental,0
227,quantile; analyze; focuses; development; financial; association; increase; growing; implications; turkey; asymmetric; impact; tourism; ecological; globalization,0
228,understanding; processes; differentiate; revegetated; greenspaces; species; strategies; updating; equilibrium; disequilibrium; conservation; urban; habitats; cities; biodiversity,1
229,structural; biogenesis; organisms; structures; subunits; compare; simulations; roles; microscopy; comparison; proteins; phototrophs; psbq; photosystem; psb27,1
230,metabolism; fermentation; nitrogen; advances; economy; biochemical; biodegradable; optimization; environmentally; waste; nutrient; nutrients; bioavailability; biodegradability; foodwaste,0
231,fabricating; practical; temperature; fibers; heats; polyester; heat; medium; materials; material; electrospinning; melting; energy; thermo; thermal,0
232,chd1l; proliferation; bioinformatics; interference; angii; inflammation; hypertension; chromodomain; foxo3a; phenotypic; promotes; angiotensin; helicase; protein; pathogenesis,1
233,motor; implied; factors; imagining; healthy; evidence; representation; visual; image; body; imagery; mental; physical; weight; obesity,1
234,tourism; labour; tourists; international; income; effects; impact; environment; climate; countries; growth; sustainability; economic; environmental; impacts,0
235,photovoltaic; learning; grid; method; optimal; efficient; electricity; algorithms; analyses; economic; analysis; algorithm; systems; system; optimization,0
236,development; sdg; countries; formulating; objectives; growth; economic; sustainable; technology; sdgs; policies; technological; environmental; economies; innovation,0
237,adsorption; toxic; produce; chemical; processes; yeast; pollutant; treating; distillation; treatment; technologies; nanofiltration; waste; bakers; wastewater,1
238,thyroid; underdiagnosed; frequencies; factors; risk; investigated; study; intravascular; patients; thrombotic; thromboembolic; thrombosis; osteomyelitis; pulmonary; hypertension,1
239,mm3; catastrophic; malignant; patients; chronic; pdgfra; diagnosed; eosinophilic; eosinophilia; leukemia; symptoms; pruritus; symptom; asymptomatic; fip1l1,1
240,decentralized; chain; chains; centralized; compensation; integrates; corporate; coordinate; responsibility; acquisition; profitability; coordinated; sustainable; sustainability; coordination,0
241,modelling; validation; estimated; equations; simulating; estimating; model; models; evaluated; coefficient; factor; impact; simulation; simulations; evaluation,1
242,tumor; specimens; histology; label; identifying; micrometer; molecular; identification; xenograft; imaging; nonfluorescent; ultraviolet; photoacoustic; glioma; microscopy,1
243,outstanding; largest; highlight; nonlinear; delocalizable; metal; exceptional; phenyleneethynylene; molecules; wavelength; photon; femtosecond; absorption; organometallic; metallodendrimers,1
244,journeys; authors; travels; 19; organization; activities; consists; influence; diagnostic; tourism; tourist; deviations; pandemic; involvement; respondents,0
245,effects; oryzae; deformylase; disease; inorganic; tree; virulence; antibiotics; medicinal; environmental; exoenzymes; pollution; alternifolia; pathogen; antibacterial,1
246,quantify; landsat; data; 1990s; ecosystems; expanded; quantifying; decades; wetlands; map; chongming; coastal; island; expansion; china,0
247,emissions; salmonella; levels; derivatives; risk; dangerous; particulate; pesticide; mutagenic; risks; pesticides; organic; anthropogenic; mutagenicity; compounds,1
248,energy; organic; synthesis; cycle; dioxide; hydrogen; assessment; scale; biogas; fuel; methane; eutrophication; electrolysis; methanol; anaerobic,0
249,dose; tissue; mineral; effects; copper; seed; fertilizer; increasing; quality; increased; sludge; plant; cotton; sewage; cottonseed,1
250,economically; growing; environment; resources; economic; china; pollution; capacity; analysis; provincial; provinces; perspective; coordination; growth; urbanization,0
251,therapeutic; sciences; synthesized; synthetic; frameworks; developments; photophysical; physicochemical; organic; dipyrromethene; molecules; bodipy; biomedical; biomolecular; macrocycles,1
252,components; respiratory; clinical; pathologic; symptoms; histologic; literature; seromucinous; adenomatoid; epithelium; sinonasal; hamartomas; epithelial; chondromesenchymal; hamartoma,1
253,peninsula; turbines; hybrid; desalination; generator; unconventional; optimization; electrical; reverse; operation; powered; osmosis; energy; electricity; egypt,0
254,sonographic; clinically; mortality; surgical; neoplasms; patients; malignancy; prognosis; finding; biopsy; nodules; investigating; hyperthyroidism; hypothyroidism; thyroid,1
255,throughput; acquired; functionalities; environments; biologists; spatial; systematically; datasets; spatially; virtual; resolved; interactive; technologies; transcriptomic; transcriptomics,1
256,turbines; generated; turbine; study; economic; power; utilization; underdeveloped; investigated; efficiency; wind; hydrogen; energy; electricity; investigation,0
257,developmental; complement; industrial; ecology; develop; principles; planetary; linear; impacts; cooperation; integrative; sustainability; economic; economy; circular,0
258,effects; development; interaction; efficiency; innovation; governance; sustainable; productivity; china; growth; regulations; green; regulation; pollution; environmental,0
259,co2; analysis; storage; economic; concentrated; dynamics; thermal; dynamic; efficiency; solar; power; energy; thermodynamic; electricity; simulation,0
260,emissions; effects; dependence; investigates; estimations; analysis; countries; findings; expenditure; income; health; heterogeneity; comparison; environmental; pollution,0
261,distributed; income; financial; countries; development; relationship; energy; flows; symmetric; investigation; openness; asymmetric; causality; findings; relationships,0
262,intracellular; clinical; morbidity; parkinson; pathways; samples; neurons; overview; disease; micrornas; alzheimer; diseases; pathologic; neurodegenerative; pathophysiology,1
263,input; coefficients; output; emission; indirect; carbon; emissions; economies; approach; sustainable; energy; china; analysis; efficiency; environmental,0
264,tendon; damage; procedures; tested; tendons; needle; wires; risk; hypodermic; needles; experiment; study; experimental; failure; kirschner,1
265,technique; triangular; wrists; injury; foveal; complex; disabilities; injuries; transosseous; improvement; repair; functional; footprint; arthroscopic; fibrocartilage,1
266,antitumor; inhibitor; clinical; efficacy; bevacizumab; simulation; cancer; endothelial; angiogenesis; factor; chemotherapy; tumor; vegf; multiscale; vascular,1
267,degradation; capacity; chinese; explore; examine; examination; jiangxi; perspective; urban; load; ecological; environment; urbanizing; environmental; urbanization,0
